Year,Region,Gender,Category,Attribute,Value
1/1/2020,WEST REGION,male,age_group,age_50_54,34910
1/1/2015,NORTH-EAST REGION,,dwelling_type_household,hdb_4_room_flats,93400
1/1/2020,NORTH REGION,,household_income,sgd_8000_to_8999,10382
1/1/2015,WEST REGION,,household_income,sgd_1000_to_1999,13800
1/1/2000,CENTRAL REGION,female,age_group,age_65_69,18190
1/1/2015,CENTRAL REGION,female,economic_status,unemployed,7800
1/1/2010,CENTRAL REGION,male,age_group,total,451900
1/1/2015,WEST REGION,,income_from_work,sgd_7000_to_7999,27700
1/1/2000,CENTRAL REGION,,mode_of_transport_work,mrt_other,0
1/1/2020,NORTH-EAST REGION,male,marital_status,married,240332
1/1/2010,WEST REGION,,language_spoken_at_home,chinese_dialects,101526
1/1/2010,NORTH REGION,,dwelling_type_population,hdb_1_and_2_room_flats,4320
1/1/2015,NORTH REGION,,household_structure,tfn_3_more_gen,
1/1/2000,WEST REGION,,industry,financial_insurance_services,14887
1/1/2015,CENTRAL REGION,,language_spoken_at_home,chn_dlt_eng,0
1/1/2020,WEST REGION,,household_income,sgd_10000_to_10999,12855
1/1/2010,WEST REGION,male,age_group,age_30_34,35550
1/1/2000,WEST REGION,,education_attending,pre_primary,18822
1/1/2015,NORTH REGION,,religion,no_religion,68800
1/1/2020,NORTH-EAST REGION,male,ethnic_distribution,others,9700
1/1/2000,CENTRAL REGION,,mode_of_transport_work,taxi_pvt_hire_car_only,0
1/1/2000,WEST REGION,,dwelling_type_population,hdb_3_room_flats,141250
1/1/2020,CENTRAL REGION,,income_from_work,sgd_8000_over,0
1/1/2000,EAST REGION,,household_income,sgd_11000_to_11999,
1/1/2010,CENTRAL REGION,,religion,hinduism,37248
1/1/2015,CENTRAL REGION,,mode_of_transport_work,mrt_bus,113500
1/1/2010,NORTH REGION,,language_literate,l2_eng_mal,73198
1/1/2020,NORTH REGION,,industry,construction,17859
1/1/2010,CENTRAL REGION,,language_spoken_at_home,eng_oth_lang,0
1/1/2020,NORTH-EAST REGION,male,marital_status,divorced,11257
1/1/2000,NORTH-EAST REGION,,language_literate,l2_eng_non_off,1217
1/1/2010,NORTH REGION,,household_structure,ofn_1_gen,15850
1/1/2020,WEST REGION,,language_literate,l2_other_two,2321
1/1/2015,WEST REGION,,income_from_work,below_sgd_1000,40000
1/1/2010,CENTRAL REGION,,household_income,no_working_person,52078
1/1/2020,EAST REGION,,income_from_work,total,374489
1/1/2010,WEST REGION,male,age_group,age_35_39,37860
1/1/2020,NORTH-EAST REGION,,household_structure,ofn_3_more_gen,18162
1/1/2010,NORTH-EAST REGION,,dwelling_type_population,others,7110
1/1/2000,WEST REGION,,industry,professional_services,0
1/1/2010,CENTRAL REGION,male,economic_status,inactive,109587
1/1/2020,WEST REGION,,industry,business_services,
1/1/2015,WEST REGION,,language_spoken_at_home,others,10500
1/1/2010,CENTRAL REGION,,household_size,,
1/1/2015,WEST REGION,,dwelling_type_household,hdb_1_and_2_room_flats,8300
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,tml_oth_lang,397
1/1/2020,CENTRAL REGION,male,age_group,age_65_69,27800
1/1/2010,NORTH-EAST REGION,,household_income,sgd_7000_to_7999,13258
1/1/2015,WEST REGION,,income_from_work,sgd_6000_over,
1/1/2000,NORTH REGION,female,age_group,age_85_over,780
1/1/2010,NORTH REGION,,language_spoken_at_home,english,111202
1/1/2000,WEST REGION,female,age_group,age_50_54,20910
1/1/2020,NORTH-EAST REGION,,education_attending,pre_primary,15100
1/1/2020,NORTH REGION,male,marital_status,widowed,4000
1/1/2015,EAST REGION,,household_income,sgd_2000_to_2999,9500
1/1/2010,WEST REGION,,household_structure,no_family_nucleus,35819
1/1/2000,NORTH-EAST REGION,female,ethnic_distribution,malays,21920
1/1/2015,NORTH REGION,,mode_of_transport_work,no_transport_required,25700
1/1/2000,CENTRAL REGION,,language_literate,l3_eng_mal_tam,2493
1/1/2015,EAST REGION,,income_from_work,sgd_4000_to_4999,39300
1/1/2000,EAST REGION,,mode_of_transport_work,lorry_pickup,5563
1/1/2015,WEST REGION,female,age_group,age_75_79,7710
1/1/2015,EAST REGION,,dwelling_type_household,landed_properties,15200
1/1/2000,CENTRAL REGION,,industry,manufacturing,61605
1/1/2000,NORTH REGION,,religion,islam,62126
1/1/2010,EAST REGION,,mode_of_transport_school,,
1/1/2000,EAST REGION,,income_from_work,sgd_1000_to_1999,0
1/1/2000,EAST REGION,,household_income,sgd_7000_to_7999,9437
1/1/2015,CENTRAL REGION,male,age_group,age_10_14,22710
1/1/2000,NORTH-EAST REGION,,education_attending,polytechnic,9574
1/1/2010,NORTH-EAST REGION,,household_structure,ofn_1_gen,27389
1/1/2015,CENTRAL REGION,,income_from_work,sgd_2000_to_2499,32200
1/1/2010,CENTRAL REGION,,mode_of_transport_school,mrt_car,533
1/1/2010,NORTH-EAST REGION,,household_income,sgd_15000_to_17499,
1/1/2000,NORTH-EAST REGION,female,economic_status,inactive,109952
1/1/2020,CENTRAL REGION,female,ethnic_distribution,malays,28930
1/1/2020,WEST REGION,,language_spoken_at_home,mand_oth_lang,1317
1/1/2020,NORTH-EAST REGION,female,age_group,age_15_19,23180
1/1/2000,WEST REGION,,dwelling_type_population,landed_properties,16440
1/1/2010,WEST REGION,,household_income,sgd_8000_to_8999,14807
1/1/2010,NORTH REGION,,tenancy,,
1/1/2000,WEST REGION,,language_literate,,
1/1/2010,NORTH REGION,,religion,other_religions,1136
1/1/2010,WEST REGION,,household_income,,
1/1/2020,NORTH-EAST REGION,male,age_group,age_70_74,17560
1/1/2010,EAST REGION,,education_attending,university,13188
1/1/2010,EAST REGION,female,age_group,age_80_84,4470
1/1/2015,CENTRAL REGION,,education_attending,primary,52200
1/1/2010,EAST REGION,male,age_group,age_15_19,28590
1/1/2010,NORTH-EAST REGION,,household_size,person5,32844
1/1/2015,EAST REGION,,dwelling_type_household,,
1/1/2000,NORTH REGION,,household_income,sgd_15000_to_17499,
1/1/2010,WEST REGION,,mode_of_transport_work,mrt_car,3067
1/1/2015,NORTH-EAST REGION,male,economic_status,inactive,78000
1/1/2000,NORTH REGION,,dwelling_type_population,hdb_4_room_flats,194730
1/1/2015,NORTH-EAST REGION,,tenancy,owner,245600
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,1055
1/1/2000,EAST REGION,,mode_of_transport_school,pvt_chartered_bus_van,0
1/1/2020,WEST REGION,,language_spoken_at_home,oth_ind_lang_oth_lang,1322
1/1/2000,EAST REGION,male,age_group,age_70_74,5020
1/1/2010,WEST REGION,,mode_of_transport_school,taxi,269
1/1/2020,WEST REGION,,language_spoken_at_home,mand_chn_dlt,77511
1/1/2020,NORTH-EAST REGION,male,age_group,age_75_79,8780
1/1/2000,NORTH-EAST REGION,,mode_of_transport_work,no_transport_required,14610
1/1/2000,CENTRAL REGION,,household_structure,tfn_3_more_gen,8877
1/1/2010,NORTH REGION,,income_from_work,sgd_1000_to_1999,0
1/1/2000,CENTRAL REGION,,mode_of_transport_school,motorcycle_scooter,499
1/1/2010,NORTH-EAST REGION,,education_attending,university,14954
1/1/2010,NORTH REGION,,dwelling_type_household,condominiums_and_other_apartments,6090
1/1/2000,EAST REGION,,industry,financial_insurance_services,19027
1/1/2020,CENTRAL REGION,,mode_of_transport_work,mrt_lrt_and_bus,103313
1/1/2000,NORTH-EAST REGION,,household_income,below_sgd_1000,16681
1/1/2010,EAST REGION,,language_spoken_at_home,chinese_dialects,75270
1/1/2015,NORTH REGION,,mode_of_transport_work,mrt_other,0
1/1/2010,NORTH REGION,,household_income,sgd_7000_to_7999,9389
1/1/2000,WEST REGION,female,age_group,age_40_44,34580
1/1/2020,NORTH REGION,female,marital_status,divorced,14026
1/1/2015,NORTH-EAST REGION,female,ethnic_distribution,indian,33970
1/1/2010,NORTH-EAST REGION,,industry,construction,20708
1/1/2020,NORTH REGION,,religion,other_religions,1164
1/1/2000,NORTH-EAST REGION,,household_income,sgd_15000_to_17499,
1/1/2020,CENTRAL REGION,,language_spoken_at_home,eng_mand,238386
1/1/2010,NORTH-EAST REGION,,mode_of_transport_school,other_combi_mrt_or_bus,0
1/1/2020,CENTRAL REGION,male,age_group,age_75_79,13130
1/1/2010,WEST REGION,,dwelling_type_population,landed_properties,19970
1/1/2020,CENTRAL REGION,male,marital_status,single,119602
1/1/2010,WEST REGION,,language_spoken_at_home,mandarin,330769
1/1/2010,CENTRAL REGION,,income_from_work,sgd_10000_to_10999,
1/1/2015,NORTH-EAST REGION,,industry,manufacturing,47200
1/1/2000,EAST REGION,,income_from_work,total,280914
1/1/2000,WEST REGION,,household_size,person_more_8,2688
1/1/2015,WEST REGION,,income_from_work,sgd_11000_to_11999,7100
1/1/2010,NORTH REGION,male,age_group,age_40_44,22460
1/1/2010,CENTRAL REGION,,education_attending,secondary,46151
1/1/2000,CENTRAL REGION,,dwelling_type_household,hdb_3_room_flats,92181
1/1/2015,CENTRAL REGION,,language_literate,l3_other_three,
1/1/2020,NORTH-EAST REGION,,industry,wholesale_retail_trade,79358
1/1/2000,EAST REGION,,income_from_work,sgd_6000_to_6999,
1/1/2020,EAST REGION,male,age_group,age_55_59,28160
1/1/2010,NORTH REGION,,household_income,below_sgd_1000,3630
1/1/2015,CENTRAL REGION,male,ethnic_distribution,chinese,356050
1/1/2010,NORTH-EAST REGION,,household_income,sgd_9000_to_9999,9998
1/1/2010,NORTH-EAST REGION,,language_literate,l2_eng_tam,20626
1/1/2015,NORTH REGION,female,age_group,age_60_64,13330
1/1/2010,NORTH REGION,,industry,information_communications,9009
1/1/2010,NORTH REGION,female,marital_status,married,123015
1/1/2010,NORTH-EAST REGION,male,economic_status,employed,215851
1/1/2000,NORTH REGION,,dwelling_type_household,hdb_1_and_2_room_flats,900
1/1/2015,WEST REGION,,industry,other_services_industries,0
1/1/2000,NORTH REGION,,industry,arts_entertainment_recreation,0
1/1/2000,NORTH-EAST REGION,male,age_group,age_80_84,1430
1/1/2010,NORTH REGION,,language_spoken_at_home,,
1/1/2015,EAST REGION,,household_income,sgd_10000_to_10999,9200
1/1/2015,CENTRAL REGION,,industry,professional_services,41200
1/1/2015,NORTH-EAST REGION,,industry,others,4800
1/1/2020,NORTH REGION,,industry,wholesale_retail_trade,45065
1/1/2020,EAST REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,794
1/1/2010,WEST REGION,,language_literate,l1_eng,59604
1/1/2000,CENTRAL REGION,,language_spoken_at_home,others,2439
1/1/2015,NORTH-EAST REGION,,religion,buddhism,258600
1/1/2010,WEST REGION,,religion,,
1/1/2020,CENTRAL REGION,,income_from_work,sgd_2500_to_2999,0
1/1/2015,EAST REGION,,language_literate,l1_chi,69200
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,tml_eng,0
1/1/2015,CENTRAL REGION,female,age_group,age_45_49,36500
1/1/2015,EAST REGION,,language_spoken_at_home,mand_chn_dlt,0
1/1/2015,EAST REGION,,tenancy,others,1000
1/1/2020,WEST REGION,male,economic_status,inactive,95038
1/1/2010,NORTH-EAST REGION,female,marital_status,divorced,12725
1/1/2010,CENTRAL REGION,,industry,business_services,0
1/1/2000,CENTRAL REGION,female,age_group,age_0_4,21800
1/1/2020,CENTRAL REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,1429
1/1/2020,WEST REGION,,language_spoken_at_home,chn_dlt_eng,8892
1/1/2015,CENTRAL REGION,,language_literate,l1_chi,107400
1/1/2015,EAST REGION,,industry,professional_services,29100
1/1/2020,EAST REGION,,income_from_work,sgd_2500_to_2999,0
1/1/2000,EAST REGION,,language_spoken_at_home,others,1340
1/1/2015,CENTRAL REGION,,household_income,sgd_10000_to_10999,11100
1/1/2015,EAST REGION,,language_spoken_at_home,tamil,11900
1/1/2015,EAST REGION,male,age_group,age_25_29,24840
1/1/2020,NORTH-EAST REGION,,industry,transport_communications,
1/1/2020,EAST REGION,,household_income,sgd_10000_over,0
1/1/2010,NORTH-EAST REGION,,household_income,sgd_2000_to_2999,18646
1/1/2010,NORTH-EAST REGION,,mode_of_transport_school,no_transport_required,39275
1/1/2000,NORTH-EAST REGION,,industry,business_services,31650
1/1/2020,NORTH REGION,female,age_group,age_10_14,15580
1/1/2015,NORTH-EAST REGION,female,age_group,age_80_84,6260
1/1/2000,CENTRAL REGION,,religion,taoism,58851
1/1/2015,EAST REGION,,language_literate,l3_other_three,
1/1/2000,EAST REGION,,dwelling_type_household,hdb_3_room_flats,35502
1/1/2000,CENTRAL REGION,,income_from_work,total,405522
1/1/2010,EAST REGION,,education_attending,secondary,47672
1/1/2000,NORTH REGION,,income_from_work,sgd_11000_to_11999,
1/1/2020,CENTRAL REGION,male,age_group,age_0_4,18100
1/1/2015,EAST REGION,,language_spoken_at_home,eng_tml,0
1/1/2000,EAST REGION,female,age_group,age_25_29,24680
1/1/2010,NORTH REGION,,mode_of_transport_work,mrt_bus,53625
1/1/2000,WEST REGION,female,economic_status,inactive,141825
1/1/2010,EAST REGION,,household_income,total,201650
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,english,302500
1/1/2000,CENTRAL REGION,female,economic_status,employed,168427
1/1/2020,NORTH-EAST REGION,,dwelling_type_population,hdb_4_room_flats,330480
1/1/2010,NORTH-EAST REGION,male,ethnic_distribution,,
1/1/2020,NORTH-EAST REGION,,religion,other_religions,1956
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,taxi_pvt_hire_car_only,13759
1/1/2020,NORTH REGION,,language_literate,l1_chi,63124
1/1/2010,EAST REGION,,language_literate,l2_eng_non_off,15219
1/1/2010,CENTRAL REGION,male,marital_status,,
1/1/2010,WEST REGION,,language_literate,no_literate,26107
1/1/2015,EAST REGION,,industry,wholesale_retail_trade,62500
1/1/2015,CENTRAL REGION,,language_spoken_at_home,eng_tml,0
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,lorry_pickup,0
1/1/2015,NORTH-EAST REGION,,language_literate,l3_eng_chi_mal,
1/1/2020,EAST REGION,male,age_group,age_0_4,13870
1/1/2010,NORTH-EAST REGION,,language_literate,no_literate,26948
1/1/2010,NORTH-EAST REGION,,mode_of_transport_school,mrt,7124
1/1/2020,WEST REGION,male,age_group,age_10_14,24620
1/1/2000,WEST REGION,,religion,no_religion,82368
1/1/2000,CENTRAL REGION,female,age_group,age_25_29,36820
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,,
1/1/2000,WEST REGION,,household_income,sgd_6000_to_6999,15258
1/1/2010,CENTRAL REGION,,household_income,total,312931
1/1/2010,NORTH-EAST REGION,male,ethnic_distribution,chinese,297072
1/1/2020,EAST REGION,,language_spoken_at_home,other_indian_languages,0
1/1/2000,WEST REGION,,language_spoken_at_home,mandarin,272340
1/1/2015,CENTRAL REGION,,dwelling_type_population,others,14810
1/1/2000,NORTH REGION,,language_spoken_at_home,eng_chn_dlt,0
1/1/2010,NORTH-EAST REGION,female,age_group,age_65_69,11630
1/1/2000,NORTH-EAST REGION,,industry,construction,18471
1/1/2010,NORTH-EAST REGION,,household_income,sgd_5000_to_5999,17576
1/1/2010,NORTH-EAST REGION,,language_spoken_at_home,eng_mand,0
1/1/2020,CENTRAL REGION,,household_structure,tfn_1to2_gen,2740
1/1/2015,EAST REGION,,language_literate,l1_non_off,600
1/1/2015,CENTRAL REGION,male,ethnic_distribution,indian,44550
1/1/2010,WEST REGION,female,age_group,age_5_9,27050
1/1/2015,NORTH REGION,male,age_group,age_35_39,20030
1/1/2020,NORTH-EAST REGION,male,age_group,age_20_24,25940
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,eng_tml,0
1/1/2020,CENTRAL REGION,,income_from_work,sgd_12000_over,0
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,mand_eng,0
1/1/2020,EAST REGION,female,ethnic_distribution,malays,63690
1/1/2010,EAST REGION,,mode_of_transport_school,mrt_car,446
1/1/2010,NORTH REGION,male,age_group,age_50_54,19660
1/1/2000,NORTH REGION,,industry,transportation_storage,0
1/1/2010,WEST REGION,male,age_group,age_85_over,1470
1/1/2000,WEST REGION,,mode_of_transport_work,pvt_chartered_bus_van,0
1/1/2015,WEST REGION,,household_income,sgd_2000_to_2999,15500
1/1/2015,NORTH REGION,,language_literate,l3_eng_mal_tam,
1/1/2010,EAST REGION,,household_structure,no_family_nucleus,30027
1/1/2010,NORTH-EAST REGION,,religion,sikhism,1602
1/1/2010,NORTH-EAST REGION,,industry,wholesale_retail_trade,69218
1/1/2020,NORTH-EAST REGION,male,age_group,age_65_69,24410
1/1/2010,NORTH REGION,,income_from_work,sgd_15000_over,0
1/1/2015,EAST REGION,female,age_group,age_75_79,7650
1/1/2015,WEST REGION,,income_from_work,sgd_4000_to_4999,55500
1/1/2020,CENTRAL REGION,,education_attending,secondary,35064
1/1/2015,WEST REGION,,dwelling_type_household,landed_properties,6300
1/1/2020,NORTH REGION,,language_spoken_at_home,eng_tml,17777
1/1/2010,WEST REGION,,mode_of_transport_school,,
1/1/2000,CENTRAL REGION,female,marital_status,,
1/1/2020,NORTH REGION,male,age_group,age_40_44,20740
1/1/2000,WEST REGION,,mode_of_transport_work,lorry_pickup,8330
1/1/2000,CENTRAL REGION,,income_from_work,sgd_9000_to_9999,
1/1/2020,EAST REGION,male,economic_status,employed,201380
1/1/2000,NORTH REGION,,household_size,person3,22115
1/1/2000,WEST REGION,,income_from_work,below_sgd_1000,31752
1/1/2010,NORTH REGION,female,age_group,age_35_39,23260
1/1/2020,NORTH REGION,,industry,financial_insurance_services,22074
1/1/2020,NORTH REGION,,mode_of_transport_school,mrt,0
1/1/2010,CENTRAL REGION,female,ethnic_distribution,indian,42022
1/1/2015,WEST REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2020,CENTRAL REGION,,mode_of_transport_work,motorcycle_scooter,8184
1/1/2000,CENTRAL REGION,,mode_of_transport_work,mrt_bus,49507
1/1/2015,NORTH REGION,,household_structure,three_more_fam_nucleus,
1/1/2010,WEST REGION,,education_attending,post_secondary,14434
1/1/2000,EAST REGION,,religion,other_religions,1142
1/1/2015,NORTH-EAST REGION,female,age_group,age_35_39,36070
1/1/2015,CENTRAL REGION,,education_attending,post_secondary,11500
1/1/2010,CENTRAL REGION,,mode_of_transport_school,pvt_chartered_bus_van,0
1/1/2000,EAST REGION,,industry,real_estate_services,0
1/1/2010,CENTRAL REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2020,EAST REGION,,income_from_work,sgd_7000_to_7999,18291
1/1/2015,WEST REGION,female,ethnic_distribution,indian,40660
1/1/2000,EAST REGION,female,age_group,age_35_39,34540
1/1/2020,EAST REGION,,language_spoken_at_home,chinese_dialects,13904
1/1/2020,EAST REGION,,household_income,sgd_1000_to_1999,10519
1/1/2010,CENTRAL REGION,male,age_group,age_5_9,22870
1/1/2015,EAST REGION,,religion,other_christians,75300
1/1/2000,NORTH-EAST REGION,,household_income,sgd_14000_to_14999,
1/1/2000,NORTH REGION,,income_from_work,sgd_10000_to_10999,
1/1/2020,EAST REGION,,religion,islam,130051
1/1/2000,NORTH REGION,,mode_of_transport_work,other_combi_mrt_or_bus,0
1/1/2000,WEST REGION,,mode_of_transport_school,mrt_bus,14372
1/1/2020,CENTRAL REGION,,household_size,person3,62529
1/1/2015,NORTH REGION,male,marital_status,married,135100
1/1/2020,WEST REGION,,mode_of_transport_school,motorcycle_scooter,1035
1/1/2015,CENTRAL REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2020,CENTRAL REGION,,religion,buddhism,222597
1/1/2015,NORTH REGION,,dwelling_type_population,total_hdb,495350
1/1/2000,EAST REGION,,language_spoken_at_home,english,148483
1/1/2020,NORTH REGION,,mode_of_transport_school,mrt_other,0
1/1/2000,NORTH-EAST REGION,,education_attending,prof_qualification_diploma,0
1/1/2010,WEST REGION,,religion,buddhism,250309
1/1/2010,WEST REGION,,language_spoken_at_home,eng_oth_ind_lang,0
1/1/2010,NORTH-EAST REGION,female,age_group,total,380410
1/1/2000,CENTRAL REGION,male,age_group,age_80_84,4000
1/1/2000,WEST REGION,,dwelling_type_population,condominiums_and_other_apartments,35500
1/1/2000,CENTRAL REGION,female,age_group,age_15_19,24510
1/1/2010,NORTH-EAST REGION,,household_income,,
1/1/2010,EAST REGION,,household_size,person2,33912
1/1/2020,WEST REGION,male,age_group,age_20_24,31260
1/1/2000,NORTH-EAST REGION,,industry,health_social_services,0
1/1/2015,WEST REGION,,mode_of_transport_school,car,14200
1/1/2015,EAST REGION,male,age_group,age_65_69,16190
1/1/2000,EAST REGION,male,economic_status,unemployed,9371
1/1/2020,NORTH-EAST REGION,,religion,buddhism,263702
1/1/2000,WEST REGION,,language_literate,l1_tam,3073
1/1/2020,NORTH REGION,female,age_group,age_50_54,22390
1/1/2010,CENTRAL REGION,,industry,hotels_restaurants,0
1/1/2020,WEST REGION,female,age_group,age_85_over,6290
1/1/2010,EAST REGION,male,ethnic_distribution,malays,65480
1/1/2020,NORTH-EAST REGION,,industry,others,4361
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_9000_to_9999,
1/1/2020,NORTH REGION,,household_income,sgd_10000_over,0
1/1/2020,WEST REGION,female,age_group,age_0_4,19580
1/1/2015,NORTH REGION,male,age_group,age_25_29,19970
1/1/2000,CENTRAL REGION,male,economic_status,inactive,93417
1/1/2020,WEST REGION,,mode_of_transport_school,bus,42000
1/1/2020,EAST REGION,female,age_group,age_10_14,15920
1/1/2020,NORTH-EAST REGION,,income_from_work,sgd_8000_to_8999,25351
1/1/2015,CENTRAL REGION,,language_literate,l1_eng,90900
1/1/2010,CENTRAL REGION,,dwelling_type_population,hdb_4_room_flats,215870
1/1/2010,CENTRAL REGION,,household_income,sgd_15000_to_17499,
1/1/2015,NORTH-EAST REGION,,household_income,sgd_4000_to_4999,15800
1/1/2015,NORTH REGION,,language_spoken_at_home,tamil,19300
1/1/2010,WEST REGION,,industry,professional_services,30419
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_eng,0
1/1/2010,CENTRAL REGION,,income_from_work,sgd_3000_to_3999,55304
1/1/2010,NORTH REGION,,industry,real_estate_services,5678
1/1/2020,CENTRAL REGION,,language_spoken_at_home,eng_mly,25072
1/1/2010,CENTRAL REGION,,industry,public_admin_education,55157
1/1/2000,CENTRAL REGION,,education_attending,primary,67391
1/1/2010,CENTRAL REGION,,household_income,sgd_5000_to_5999,17884
1/1/2020,WEST REGION,,household_structure,no_family_nucleus,55224
1/1/2000,NORTH-EAST REGION,,household_income,sgd_12000_to_12999,
1/1/2015,CENTRAL REGION,,dwelling_type_household,hdb_3_room_flats,76600
1/1/2015,EAST REGION,female,marital_status,married,168000
1/1/2020,EAST REGION,,household_size,person2,49627
1/1/2000,CENTRAL REGION,,language_literate,l3_other_three,4521
1/1/2000,WEST REGION,,income_from_work,sgd_11000_to_11999,
1/1/2015,EAST REGION,,household_income,below_sgd_1000,3900
1/1/2020,EAST REGION,,industry,transport_communications,
1/1/2015,NORTH-EAST REGION,male,age_group,age_0_4,23880
1/1/2010,WEST REGION,,mode_of_transport_work,mrt_lrt_only,0
1/1/2010,EAST REGION,female,ethnic_distribution,chinese,242159
1/1/2000,WEST REGION,,dwelling_type_population,others,3830
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,oth_ind_lang_eng,0
1/1/2020,NORTH REGION,,tenancy,tenant,15913
1/1/2020,NORTH REGION,,household_size,person4,39942
1/1/2015,CENTRAL REGION,,language_spoken_at_home,mandarin,217300
1/1/2015,NORTH REGION,,industry,manufacturing,41900
1/1/2015,WEST REGION,,tenancy,tenant,15100
1/1/2010,CENTRAL REGION,male,age_group,age_75_79,11160
1/1/2020,CENTRAL REGION,,income_from_work,sgd_10000_to_10999,17469
1/1/2000,EAST REGION,female,age_group,total,330090
1/1/2015,NORTH-EAST REGION,female,age_group,age_5_9,23230
1/1/2020,WEST REGION,,household_income,sgd_8000_over,0
1/1/2000,NORTH REGION,,income_from_work,sgd_1500_to_1999,29171
1/1/2000,EAST REGION,,household_income,,
1/1/2000,CENTRAL REGION,,mode_of_transport_school,mrt_other,0
1/1/2010,WEST REGION,,industry,other_comm_social_personal,11959
1/1/2010,NORTH-EAST REGION,,dwelling_type_household,condominiums_and_other_apartments,14825
1/1/2010,WEST REGION,,industry,wholesale_retail_trade,75621
1/1/2015,CENTRAL REGION,,household_income,sgd_10000_over,
1/1/2020,CENTRAL REGION,,language_spoken_at_home,tamil,3154
1/1/2020,NORTH REGION,,language_literate,l1_eng,36119
1/1/2015,WEST REGION,male,age_group,age_75_79,6580
1/1/2015,NORTH REGION,,language_literate,l2_eng_tam,23000
1/1/2010,WEST REGION,female,age_group,age_40_44,37760
1/1/2015,WEST REGION,,religion,buddhism,258800
1/1/2000,CENTRAL REGION,,income_from_work,sgd_10000_to_10999,
1/1/2020,NORTH REGION,,religion,buddhism,158505
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,motorcycle_scooter,452
1/1/2020,WEST REGION,,mode_of_transport_work,mrt,0
1/1/2015,NORTH REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2020,CENTRAL REGION,,mode_of_transport_school,mrt_other,0
1/1/2020,NORTH REGION,,household_size,person3,40093
1/1/2015,CENTRAL REGION,male,marital_status,married,213100
1/1/2015,CENTRAL REGION,,dwelling_type_population,total_hdb,657040
1/1/2000,CENTRAL REGION,,mode_of_transport_work,other_combi_mrt_or_bus,0
1/1/2000,NORTH REGION,female,age_group,age_15_19,12920
1/1/2010,EAST REGION,,language_spoken_at_home,others,5831
1/1/2000,NORTH REGION,male,age_group,age_80_84,640
1/1/2020,NORTH-EAST REGION,,industry,admin_support_services,28668
1/1/2000,NORTH-EAST REGION,,industry,real_estate_services,0
1/1/2010,WEST REGION,,household_income,total,263551
1/1/2000,NORTH-EAST REGION,,tenancy,others,1600
1/1/2020,NORTH REGION,,income_from_work,sgd_4000_to_4999,36805
1/1/2000,WEST REGION,female,age_group,age_25_29,33120
1/1/2000,CENTRAL REGION,,household_income,sgd_6000_to_6999,15466
1/1/2015,WEST REGION,,language_spoken_at_home,eng_tml,0
1/1/2020,CENTRAL REGION,male,age_group,age_10_14,21840
1/1/2000,EAST REGION,female,economic_status,inactive,121600
1/1/2000,CENTRAL REGION,,religion,no_religion,120585
1/1/2020,NORTH REGION,,household_income,sgd_2000_to_2999,11095
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_2000_to_2499,34198
1/1/2015,CENTRAL REGION,female,age_group,age_65_69,28890
1/1/2010,NORTH-EAST REGION,,mode_of_transport_work,motorcycle_scooter,13131
1/1/2010,WEST REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2015,WEST REGION,,mode_of_transport_work,taxi_pvt_hire_car_only,0
1/1/2010,CENTRAL REGION,female,ethnic_distribution,malays,32777
1/1/2000,EAST REGION,,dwelling_type_household,condominiums_and_other_apartments,11593
1/1/2010,NORTH REGION,,language_spoken_at_home,tml_eng,0
1/1/2015,EAST REGION,,industry,construction,16200
1/1/2000,CENTRAL REGION,female,economic_status,unemployed,11525
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,chinese_dialects,21549
1/1/2000,WEST REGION,,household_size,person1,13179
1/1/2015,WEST REGION,,language_spoken_at_home,oth_ind_lang_oth_lang,0
1/1/2000,EAST REGION,,household_structure,no_family_nucleus,16795
1/1/2010,WEST REGION,,household_size,person7,7177
1/1/2020,NORTH REGION,,language_spoken_at_home,eng_chn_dlt,9372
1/1/2015,EAST REGION,male,ethnic_distribution,malays,63910
1/1/2020,NORTH-EAST REGION,,religion,islam,84079
1/1/2015,NORTH-EAST REGION,male,age_group,age_75_79,7220
