End of Period / SORA Value Date,Month,Day,Date,3-Month US$ SIBOR
2004,Mar,01,01-Mar-2004,1.12
2004,Mar,02,02-Mar-2004,1.12
2004,Mar,03,03-Mar-2004,1.12
2004,Mar,04,04-Mar-2004,1.12
2004,Mar,05,05-Mar-2004,1.12
2004,Mar,08,08-Mar-2004,1.11
2004,Mar,09,09-Mar-2004,1.11
2004,Mar,10,10-Mar-2004,1.11
2004,Mar,11,11-Mar-2004,1.11
2004,Mar,12,12-Mar-2004,1.11
2004,Mar,15,15-Mar-2004,1.11
2004,Mar,16,16-Mar-2004,1.11
2004,Mar,17,17-Mar-2004,1.11
2004,Mar,18,18-Mar-2004,1.11
2004,Mar,19,19-Mar-2004,1.11
2004,Mar,22,22-Mar-2004,1.11
2004,Mar,23,23-Mar-2004,1.11
2004,Mar,24,24-Mar-2004,1.11
2004,Mar,25,25-Mar-2004,1.11
2004,Mar,26,26-Mar-2004,1.11
2004,Mar,29,29-Mar-2004,1.11
2004,Mar,30,30-Mar-2004,1.11
2004,Mar,31,31-Mar-2004,1.11
2004,Apr,01,01-Apr-2004,1.11
2004,Apr,02,02-Apr-2004,1.11
2004,Apr,05,05-Apr-2004,1.14
2004,Apr,06,06-Apr-2004,1.14
2004,Apr,07,07-Apr-2004,1.13
2004,Apr,08,08-Apr-2004,1.14
2004,Apr,12,12-Apr-2004,1.14
2004,Apr,13,13-Apr-2004,1.14
2004,Apr,14,14-Apr-2004,1.14
2004,Apr,15,15-Apr-2004,1.15
2004,Apr,16,16-Apr-2004,1.15
2004,Apr,19,19-Apr-2004,1.15
2004,Apr,20,20-Apr-2004,1.15
2004,Apr,21,21-Apr-2004,1.16
2004,Apr,22,22-Apr-2004,1.16
2004,Apr,23,23-Apr-2004,1.16
2004,Apr,26,26-Apr-2004,1.17
2004,Apr,27,27-Apr-2004,1.17
2004,Apr,28,28-Apr-2004,1.17
2004,Apr,29,29-Apr-2004,1.17
2004,Apr,30,30-Apr-2004,1.17
2004,May,03,03-May-2004,1.18
2004,May,04,04-May-2004,1.18
2004,May,05,05-May-2004,1.18
2004,May,06,06-May-2004,1.18
2004,May,07,07-May-2004,1.19
2004,May,10,10-May-2004,1.24
2004,May,11,11-May-2004,1.24
2004,May,12,12-May-2004,1.24
2004,May,13,13-May-2004,1.25
2004,May,14,14-May-2004,1.26
2004,May,17,17-May-2004,1.26
2004,May,18,18-May-2004,1.26
2004,May,19,19-May-2004,1.26
2004,May,20,20-May-2004,1.28
2004,May,21,21-May-2004,1.28
2004,May,24,24-May-2004,1.29
2004,May,25,25-May-2004,1.29
2004,May,26,26-May-2004,1.3
2004,May,27,27-May-2004,1.31
2004,May,28,28-May-2004,1.31
2004,May,31,31-May-2004,1.32
2004,Jun,01,01-Jun-2004,1.33
2004,Jun,03,03-Jun-2004,1.36
2004,Jun,04,04-Jun-2004,1.37
2004,Jun,07,07-Jun-2004,1.41
2004,Jun,08,08-Jun-2004,1.41
2004,Jun,09,09-Jun-2004,1.43
2004,Jun,10,10-Jun-2004,1.47
2004,Jun,11,11-Jun-2004,1.51
2004,Jun,14,14-Jun-2004,1.55
2004,Jun,15,15-Jun-2004,1.57
2004,Jun,16,16-Jun-2004,1.55
2004,Jun,17,17-Jun-2004,1.55
2004,Jun,18,18-Jun-2004,1.55
2004,Jun,21,21-Jun-2004,1.56
2004,Jun,22,22-Jun-2004,1.56
2004,Jun,23,23-Jun-2004,1.56
2004,Jun,24,24-Jun-2004,1.58
2004,Jun,25,25-Jun-2004,1.59
2004,Jun,28,28-Jun-2004,1.59
2004,Jun,29,29-Jun-2004,1.61
2004,Jun,30,30-Jun-2004,1.61
2004,Jul,01,01-Jul-2004,1.6
2004,Jul,02,02-Jul-2004,1.6
2004,Jul,05,05-Jul-2004,1.58
2004,Jul,06,06-Jul-2004,1.58
2004,Jul,07,07-Jul-2004,1.58
2004,Jul,08,08-Jul-2004,1.59
2004,Jul,09,09-Jul-2004,1.59
2004,Jul,12,12-Jul-2004,1.59
2004,Jul,13,13-Jul-2004,1.6
2004,Jul,14,14-Jul-2004,1.61
2004,Jul,15,15-Jul-2004,1.62
2004,Jul,16,16-Jul-2004,1.63
2004,Jul,19,19-Jul-2004,1.62
2004,Jul,20,20-Jul-2004,1.63
2004,Jul,21,21-Jul-2004,1.65
2004,Jul,22,22-Jul-2004,1.66
2004,Jul,23,23-Jul-2004,1.67
2004,Jul,26,26-Jul-2004,1.67
2004,Jul,27,27-Jul-2004,1.67
2004,Jul,28,28-Jul-2004,1.68
2004,Jul,29,29-Jul-2004,1.69
2004,Jul,30,30-Jul-2004,1.7
2004,Aug,02,02-Aug-2004,1.7
2004,Aug,03,03-Aug-2004,1.7
2004,Aug,04,04-Aug-2004,1.7
2004,Aug,05,05-Aug-2004,1.72
2004,Aug,06,06-Aug-2004,1.72
2004,Aug,10,10-Aug-2004,1.68
2004,Aug,11,11-Aug-2004,1.72
2004,Aug,12,12-Aug-2004,1.72
2004,Aug,13,13-Aug-2004,1.72
2004,Aug,16,16-Aug-2004,1.72
2004,Aug,17,17-Aug-2004,1.73
2004,Aug,18,18-Aug-2004,1.73
2004,Aug,19,19-Aug-2004,1.74
2004,Aug,20,20-Aug-2004,1.74
2004,Aug,23,23-Aug-2004,1.75
2004,Aug,24,24-Aug-2004,1.76
2004,Aug,25,25-Aug-2004,1.77
2004,Aug,26,26-Aug-2004,1.79
2004,Aug,27,27-Aug-2004,1.79
2004,Aug,30,30-Aug-2004,1.8
2004,Aug,31,31-Aug-2004,1.79
2004,Sep,01,01-Sep-2004,1.8
2004,Sep,02,02-Sep-2004,1.81
2004,Sep,03,03-Sep-2004,1.82
2004,Sep,06,06-Sep-2004,1.86
2004,Sep,07,07-Sep-2004,1.86
2004,Sep,08,08-Sep-2004,1.87
2004,Sep,09,09-Sep-2004,1.88
2004,Sep,10,10-Sep-2004,1.88
2004,Sep,13,13-Sep-2004,1.88
2004,Sep,14,14-Sep-2004,1.88
2004,Sep,15,15-Sep-2004,1.89
2004,Sep,16,16-Sep-2004,1.91
2004,Sep,17,17-Sep-2004,1.92
2004,Sep,20,20-Sep-2004,1.93
2004,Sep,21,21-Sep-2004,1.93
2004,Sep,22,22-Sep-2004,1.94
2004,Sep,23,23-Sep-2004,1.95
2004,Sep,24,24-Sep-2004,1.96
2004,Sep,27,27-Sep-2004,1.98
2004,Sep,28,28-Sep-2004,1.98
2004,Sep,29,29-Sep-2004,2
2004,Sep,30,30-Sep-2004,2.02
2004,Oct,01,01-Oct-2004,2.02
2004,Oct,04,04-Oct-2004,2.03
2004,Oct,05,05-Oct-2004,2.04
2004,Oct,06,06-Oct-2004,2.05
2004,Oct,07,07-Oct-2004,2.07
2004,Oct,08,08-Oct-2004,2.07
2004,Oct,11,11-Oct-2004,2.06
2004,Oct,12,12-Oct-2004,2.06
2004,Oct,13,13-Oct-2004,2.07
2004,Oct,14,14-Oct-2004,2.07
2004,Oct,15,15-Oct-2004,2.07
2004,Oct,18,18-Oct-2004,2.08
2004,Oct,19,19-Oct-2004,2.08
2004,Oct,20,20-Oct-2004,2.09
2004,Oct,21,21-Oct-2004,2.1
2004,Oct,22,22-Oct-2004,2.12
2004,Oct,25,25-Oct-2004,2.12
2004,Oct,26,26-Oct-2004,2.12
2004,Oct,27,27-Oct-2004,2.13
2004,Oct,28,28-Oct-2004,2.16
2004,Oct,29,29-Oct-2004,2.16
2004,Nov,01,01-Nov-2004,2.17
2004,Nov,02,02-Nov-2004,2.19
2004,Nov,03,03-Nov-2004,2.19
2004,Nov,04,04-Nov-2004,2.2
2004,Nov,05,05-Nov-2004,2.22
2004,Nov,08,08-Nov-2004,2.26
2004,Nov,09,09-Nov-2004,2.28
2004,Nov,10,10-Nov-2004,2.29
2004,Nov,12,12-Nov-2004,2.3
2004,Nov,16,16-Nov-2004,2.32
2004,Nov,17,17-Nov-2004,2.33
2004,Nov,18,18-Nov-2004,2.34
2004,Nov,19,19-Nov-2004,2.35
2004,Nov,22,22-Nov-2004,2.37
2004,Nov,23,23-Nov-2004,2.38
2004,Nov,24,24-Nov-2004,2.39
2004,Nov,25,25-Nov-2004,2.39
2004,Nov,26,26-Nov-2004,2.4
2004,Nov,29,29-Nov-2004,2.42
2004,Nov,30,30-Nov-2004,2.42
2004,Dec,01,01-Dec-2004,2.42
2004,Dec,02,02-Dec-2004,2.43
2004,Dec,03,03-Dec-2004,2.44
2004,Dec,06,06-Dec-2004,2.45
2004,Dec,07,07-Dec-2004,2.45
2004,Dec,08,08-Dec-2004,2.46
2004,Dec,09,09-Dec-2004,2.47
2004,Dec,10,10-Dec-2004,2.48
2004,Dec,13,13-Dec-2004,2.49
2004,Dec,14,14-Dec-2004,2.5
2004,Dec,15,15-Dec-2004,2.51
2004,Dec,16,16-Dec-2004,2.51
2004,Dec,17,17-Dec-2004,2.52
2004,Dec,20,20-Dec-2004,2.53
2004,Dec,21,21-Dec-2004,2.53
2004,Dec,22,22-Dec-2004,2.53
2004,Dec,23,23-Dec-2004,2.54
2004,Dec,24,24-Dec-2004,2.55
2004,Dec,27,27-Dec-2004,2.55
2004,Dec,28,28-Dec-2004,2.56
2004,Dec,29,29-Dec-2004,2.56
2004,Dec,30,30-Dec-2004,2.56
2004,Dec,31,31-Dec-2004,2.56
2005,Jan,03,03-Jan-2005,2.57
2005,Jan,04,04-Jan-2005,2.57
2005,Jan,05,05-Jan-2005,2.58
2005,Jan,06,06-Jan-2005,2.61
2005,Jan,07,07-Jan-2005,2.62
2005,Jan,10,10-Jan-2005,2.63
2005,Jan,11,11-Jan-2005,2.63
2005,Jan,12,12-Jan-2005,2.64
2005,Jan,13,13-Jan-2005,2.67
2005,Jan,14,14-Jan-2005,2.67
2005,Jan,17,17-Jan-2005,2.67
2005,Jan,18,18-Jan-2005,2.68
2005,Jan,19,19-Jan-2005,2.68
2005,Jan,20,20-Jan-2005,2.69
2005,Jan,24,24-Jan-2005,2.71
2005,Jan,25,25-Jan-2005,2.71
2005,Jan,26,26-Jan-2005,2.71
2005,Jan,27,27-Jan-2005,2.73
2005,Jan,28,28-Jan-2005,2.74
2005,Jan,31,31-Jan-2005,2.75
2005,Feb,01,01-Feb-2005,2.75
2005,Feb,02,02-Feb-2005,2.75
2005,Feb,03,03-Feb-2005,2.77
2005,Feb,04,04-Feb-2005,2.77
2005,Feb,07,07-Feb-2005,2.77
2005,Feb,08,08-Feb-2005,2.78
2005,Feb,11,11-Feb-2005,2.8
2005,Feb,14,14-Feb-2005,2.8
2005,Feb,15,15-Feb-2005,2.82
2005,Feb,16,16-Feb-2005,2.82
2005,Feb,17,17-Feb-2005,2.85
2005,Feb,18,18-Feb-2005,2.85
2005,Feb,21,21-Feb-2005,2.86
2005,Feb,22,22-Feb-2005,2.87
2005,Feb,23,23-Feb-2005,2.87
2005,Feb,24,24-Feb-2005,2.89
2005,Feb,25,25-Feb-2005,2.9
2005,Feb,28,28-Feb-2005,2.92
2005,Mar,01,01-Mar-2005,2.94
2005,Mar,02,02-Mar-2005,2.95
2005,Mar,03,03-Mar-2005,2.95
2005,Mar,04,04-Mar-2005,2.96
2005,Mar,07,07-Mar-2005,2.96
2005,Mar,08,08-Mar-2005,2.96
2005,Mar,09,09-Mar-2005,2.98
2005,Mar,10,10-Mar-2005,3
2005,Mar,11,11-Mar-2005,3.01
2005,Mar,14,14-Mar-2005,3.02
2005,Mar,15,15-Mar-2005,3.03
2005,Mar,16,16-Mar-2005,3.04
2005,Mar,17,17-Mar-2005,3.05
2005,Mar,18,18-Mar-2005,3.06
2005,Mar,21,21-Mar-2005,3.05
2005,Mar,22,22-Mar-2005,3.06
2005,Mar,23,23-Mar-2005,3.08
2005,Mar,24,24-Mar-2005,3.09
2005,Mar,28,28-Mar-2005,3.09
2005,Mar,29,29-Mar-2005,3.1
2005,Mar,30,30-Mar-2005,3.1
2005,Mar,31,31-Mar-2005,3.11
2005,Apr,01,01-Apr-2005,3.12
2005,Apr,04,04-Apr-2005,3.12
2005,Apr,05,05-Apr-2005,3.12
2005,Apr,06,06-Apr-2005,3.12
2005,Apr,07,07-Apr-2005,3.13
2005,Apr,08,08-Apr-2005,3.13
2005,Apr,11,11-Apr-2005,3.14
2005,Apr,12,12-Apr-2005,3.14
2005,Apr,13,13-Apr-2005,3.15
2005,Apr,14,14-Apr-2005,3.15
2005,Apr,15,15-Apr-2005,3.15
2005,Apr,18,18-Apr-2005,3.15
2005,Apr,19,19-Apr-2005,3.15
2005,Apr,20,20-Apr-2005,3.15
2005,Apr,21,21-Apr-2005,3.15
2005,Apr,22,22-Apr-2005,3.17
2005,Apr,25,25-Apr-2005,3.18
2005,Apr,26,26-Apr-2005,3.19
2005,Apr,27,27-Apr-2005,3.2
2005,Apr,28,28-Apr-2005,3.21
2005,Apr,29,29-Apr-2005,3.21
2005,May,03,03-May-2005,3.22
2005,May,04,04-May-2005,3.22
2005,May,05,05-May-2005,3.23
2005,May,06,06-May-2005,3.23
2005,May,09,09-May-2005,3.25
2005,May,10,10-May-2005,3.25
2005,May,11,11-May-2005,3.25
2005,May,12,12-May-2005,3.26
2005,May,13,13-May-2005,3.27
2005,May,16,16-May-2005,3.27
2005,May,17,17-May-2005,3.27
2005,May,18,18-May-2005,3.28
2005,May,19,19-May-2005,3.28
2005,May,20,20-May-2005,3.29
2005,May,24,24-May-2005,3.3
2005,May,25,25-May-2005,3.31
2005,May,26,26-May-2005,3.32
2005,May,27,27-May-2005,3.33
2005,May,30,30-May-2005,3.33
2005,May,31,31-May-2005,3.34
2005,Jun,01,01-Jun-2005,3.35
2005,Jun,02,02-Jun-2005,3.35
2005,Jun,03,03-Jun-2005,3.36
2005,Jun,06,06-Jun-2005,3.36
2005,Jun,07,07-Jun-2005,3.37
2005,Jun,08,08-Jun-2005,3.38
2005,Jun,09,09-Jun-2005,3.39
2005,Jun,10,10-Jun-2005,3.4
2005,Jun,13,13-Jun-2005,3.41
2005,Jun,14,14-Jun-2005,3.42
2005,Jun,15,15-Jun-2005,3.43
2005,Jun,16,16-Jun-2005,3.43
2005,Jun,17,17-Jun-2005,3.44
2005,Jun,20,20-Jun-2005,3.45
2005,Jun,21,21-Jun-2005,3.46
2005,Jun,22,22-Jun-2005,3.46
2005,Jun,23,23-Jun-2005,3.47
2005,Jun,24,24-Jun-2005,3.48
2005,Jun,27,27-Jun-2005,3.49
2005,Jun,28,28-Jun-2005,3.49
2005,Jun,29,29-Jun-2005,3.5
2005,Jun,30,30-Jun-2005,3.52
2005,Jul,01,01-Jul-2005,3.53
2005,Jul,04,04-Jul-2005,3.55
2005,Jul,05,05-Jul-2005,3.56
2005,Jul,06,06-Jul-2005,3.57
2005,Jul,07,07-Jul-2005,3.57
2005,Jul,08,08-Jul-2005,3.56
2005,Jul,11,11-Jul-2005,3.58
2005,Jul,12,12-Jul-2005,3.58
2005,Jul,13,13-Jul-2005,3.6
2005,Jul,14,14-Jul-2005,3.61
2005,Jul,15,15-Jul-2005,3.62
2005,Jul,18,18-Jul-2005,3.63
2005,Jul,19,19-Jul-2005,3.63
2005,Jul,20,20-Jul-2005,3.64
2005,Jul,21,21-Jul-2005,3.66
2005,Jul,22,22-Jul-2005,3.66
2005,Jul,25,25-Jul-2005,3.67
2005,Jul,26,26-Jul-2005,3.68
2005,Jul,27,27-Jul-2005,3.69
2005,Jul,28,28-Jul-2005,3.7
2005,Jul,29,29-Jul-2005,3.71
2005,Aug,01,01-Aug-2005,3.72
2005,Aug,02,02-Aug-2005,3.73
2005,Aug,03,03-Aug-2005,3.74
2005,Aug,04,04-Aug-2005,3.75
2005,Aug,05,05-Aug-2005,3.75
2005,Aug,08,08-Aug-2005,3.77
2005,Aug,10,10-Aug-2005,3.79
2005,Aug,11,11-Aug-2005,3.8
2005,Aug,12,12-Aug-2005,3.8
2005,Aug,15,15-Aug-2005,3.8
2005,Aug,16,16-Aug-2005,3.81
2005,Aug,17,17-Aug-2005,3.81
2005,Aug,18,18-Aug-2005,3.82
2005,Aug,19,19-Aug-2005,3.83
2005,Aug,22,22-Aug-2005,3.84
2005,Aug,23,23-Aug-2005,3.85
2005,Aug,24,24-Aug-2005,3.85
2005,Aug,25,25-Aug-2005,3.86
2005,Aug,26,26-Aug-2005,3.87
2005,Aug,29,29-Aug-2005,3.87
2005,Aug,30,30-Aug-2005,3.88
2005,Aug,31,31-Aug-2005,3.88
2005,Sep,01,01-Sep-2005,3.86
2005,Sep,02,02-Sep-2005,3.78
2005,Sep,05,05-Sep-2005,3.78
2005,Sep,06,06-Sep-2005,3.78
2005,Sep,07,07-Sep-2005,3.8
2005,Sep,08,08-Sep-2005,3.84
2005,Sep,09,09-Sep-2005,3.85
2005,Sep,12,12-Sep-2005,3.86
2005,Sep,13,13-Sep-2005,3.87
2005,Sep,14,14-Sep-2005,3.87
2005,Sep,15,15-Sep-2005,3.89
2005,Sep,16,16-Sep-2005,3.9
2005,Sep,19,19-Sep-2005,3.91
2005,Sep,20,20-Sep-2005,3.93
2005,Sep,21,21-Sep-2005,3.97
2005,Sep,22,22-Sep-2005,3.96
2005,Sep,23,23-Sep-2005,3.97
2005,Sep,26,26-Sep-2005,4
2005,Sep,27,27-Sep-2005,4.01
2005,Sep,28,28-Sep-2005,4.02
2005,Sep,29,29-Sep-2005,4.05
2005,Sep,30,30-Sep-2005,4.07
2005,Oct,03,03-Oct-2005,4.08
2005,Oct,04,04-Oct-2005,4.09
2005,Oct,05,05-Oct-2005,4.11
2005,Oct,06,06-Oct-2005,4.12
2005,Oct,07,07-Oct-2005,4.12
2005,Oct,10,10-Oct-2005,4.13
2005,Oct,11,11-Oct-2005,4.13
2005,Oct,12,12-Oct-2005,4.14
2005,Oct,13,13-Oct-2005,4.15
2005,Oct,14,14-Oct-2005,4.16
2005,Oct,17,17-Oct-2005,4.17
2005,Oct,18,18-Oct-2005,4.18
2005,Oct,19,19-Oct-2005,4.18
2005,Oct,20,20-Oct-2005,4.2
2005,Oct,21,21-Oct-2005,4.2
2005,Oct,24,24-Oct-2005,4.21
2005,Oct,25,25-Oct-2005,4.22
2005,Oct,26,26-Oct-2005,4.23
2005,Oct,27,27-Oct-2005,4.25
2005,Oct,28,28-Oct-2005,4.26
2005,Oct,31,31-Oct-2005,4.27
2005,Nov,02,02-Nov-2005,4.29
2005,Nov,04,04-Nov-2005,4.31
2005,Nov,07,07-Nov-2005,4.31
2005,Nov,08,08-Nov-2005,4.31
2005,Nov,09,09-Nov-2005,4.33
2005,Nov,10,10-Nov-2005,4.34
2005,Nov,11,11-Nov-2005,4.34
2005,Nov,14,14-Nov-2005,4.36
2005,Nov,15,15-Nov-2005,4.35
2005,Nov,16,16-Nov-2005,4.37
2005,Nov,17,17-Nov-2005,4.37
2005,Nov,18,18-Nov-2005,4.38
2005,Nov,21,21-Nov-2005,4.39
2005,Nov,22,22-Nov-2005,4.4
2005,Nov,23,23-Nov-2005,4.39
2005,Nov,24,24-Nov-2005,4.4
2005,Nov,25,25-Nov-2005,4.41
2005,Nov,28,28-Nov-2005,4.41
2005,Nov,29,29-Nov-2005,4.42
2005,Nov,30,30-Nov-2005,4.43
2005,Dec,01,01-Dec-2005,4.44
2005,Dec,02,02-Dec-2005,4.45
2005,Dec,05,05-Dec-2005,4.45
2005,Dec,06,06-Dec-2005,4.46
2005,Dec,07,07-Dec-2005,4.47
2005,Dec,08,08-Dec-2005,4.48
2005,Dec,09,09-Dec-2005,4.48
2005,Dec,12,12-Dec-2005,4.49
2005,Dec,13,13-Dec-2005,4.5
2005,Dec,14,14-Dec-2005,4.5
2005,Dec,15,15-Dec-2005,4.5
2005,Dec,16,16-Dec-2005,4.51
2005,Dec,19,19-Dec-2005,4.51
2005,Dec,20,20-Dec-2005,4.5
2005,Dec,21,21-Dec-2005,4.51
2005,Dec,22,22-Dec-2005,4.52
2005,Dec,23,23-Dec-2005,4.53
2005,Dec,27,27-Dec-2005,4.52
2005,Dec,28,28-Dec-2005,4.52
2005,Dec,29,29-Dec-2005,4.53
2005,Dec,30,30-Dec-2005,4.54
2006,Jan,03,03-Jan-2006,4.54
2006,Jan,04,04-Jan-2006,4.55
2006,Jan,05,05-Jan-2006,4.55
2006,Jan,06,06-Jan-2006,4.56
2006,Jan,09,09-Jan-2006,4.57
2006,Jan,11,11-Jan-2006,4.58
2006,Jan,12,12-Jan-2006,4.6
2006,Jan,13,13-Jan-2006,4.6
2006,Jan,16,16-Jan-2006,4.6
2006,Jan,17,17-Jan-2006,4.61
2006,Jan,18,18-Jan-2006,4.61
2006,Jan,19,19-Jan-2006,4.62
2006,Jan,20,20-Jan-2006,4.63
2006,Jan,23,23-Jan-2006,4.63
2006,Jan,24,24-Jan-2006,4.63
2006,Jan,25,25-Jan-2006,4.64
2006,Jan,26,26-Jan-2006,4.66
2006,Jan,27,27-Jan-2006,4.68
2006,Feb,01,01-Feb-2006,4.7
2006,Feb,02,02-Feb-2006,4.71
2006,Feb,03,03-Feb-2006,4.72
2006,Feb,06,06-Feb-2006,4.72
2006,Feb,07,07-Feb-2006,4.73
2006,Feb,08,08-Feb-2006,4.73
2006,Feb,09,09-Feb-2006,4.74
2006,Feb,10,10-Feb-2006,4.75
2006,Feb,13,13-Feb-2006,4.76
2006,Feb,14,14-Feb-2006,4.76
2006,Feb,15,15-Feb-2006,4.76
2006,Feb,16,16-Feb-2006,4.77
2006,Feb,17,17-Feb-2006,4.77
2006,Feb,20,20-Feb-2006,4.78
2006,Feb,21,21-Feb-2006,4.78
2006,Feb,22,22-Feb-2006,4.79
2006,Feb,23,23-Feb-2006,4.8
2006,Feb,24,24-Feb-2006,4.82
2006,Feb,27,27-Feb-2006,4.82
2006,Feb,28,28-Feb-2006,4.83
2006,Mar,01,01-Mar-2006,4.83
2006,Mar,02,02-Mar-2006,4.84
2006,Mar,03,03-Mar-2006,4.85
2006,Mar,06,06-Mar-2006,4.87
2006,Mar,07,07-Mar-2006,4.88
2006,Mar,08,08-Mar-2006,4.88
2006,Mar,09,09-Mar-2006,4.89
2006,Mar,10,10-Mar-2006,4.91
2006,Mar,13,13-Mar-2006,4.91
2006,Mar,14,14-Mar-2006,4.92
2006,Mar,15,15-Mar-2006,4.92
2006,Mar,16,16-Mar-2006,4.93
2006,Mar,17,17-Mar-2006,4.93
2006,Mar,20,20-Mar-2006,4.94
2006,Mar,21,21-Mar-2006,4.94
2006,Mar,22,22-Mar-2006,4.96
2006,Mar,23,23-Mar-2006,4.96
2006,Mar,24,24-Mar-2006,4.97
2006,Mar,27,27-Mar-2006,4.97
2006,Mar,28,28-Mar-2006,4.97
2006,Mar,29,29-Mar-2006,4.99
2006,Mar,30,30-Mar-2006,4.99
2006,Mar,31,31-Mar-2006,5.01
2006,Apr,03,03-Apr-2006,5.01
2006,Apr,04,04-Apr-2006,5.01
2006,Apr,05,05-Apr-2006,5.02
2006,Apr,06,06-Apr-2006,5.03
2006,Apr,07,07-Apr-2006,5.03
2006,Apr,10,10-Apr-2006,5.05
2006,Apr,11,11-Apr-2006,5.05
2006,Apr,12,12-Apr-2006,5.06
2006,Apr,13,13-Apr-2006,5.08
2006,Apr,17,17-Apr-2006,5.08
2006,Apr,18,18-Apr-2006,5.08
2006,Apr,19,19-Apr-2006,5.08
2006,Apr,20,20-Apr-2006,5.09
2006,Apr,21,21-Apr-2006,5.1
2006,Apr,24,24-Apr-2006,5.11
2006,Apr,25,25-Apr-2006,5.11
2006,Apr,26,26-Apr-2006,5.13
2006,Apr,27,27-Apr-2006,5.15
2006,Apr,28,28-Apr-2006,5.14
2006,May,02,02-May-2006,5.15
2006,May,03,03-May-2006,5.15
2006,May,04,04-May-2006,5.16
2006,May,05,05-May-2006,5.17
2006,May,08,08-May-2006,5.17
2006,May,09,09-May-2006,5.17
2006,May,10,10-May-2006,5.17
2006,May,11,11-May-2006,5.17
2006,May,15,15-May-2006,5.18
2006,May,16,16-May-2006,5.17
2006,May,17,17-May-2006,5.17
2006,May,18,18-May-2006,5.19
2006,May,19,19-May-2006,5.2
2006,May,22,22-May-2006,5.21
2006,May,23,23-May-2006,5.21
2006,May,24,24-May-2006,5.21
2006,May,25,25-May-2006,5.22
2006,May,26,26-May-2006,5.24
2006,May,29,29-May-2006,5.23
2006,May,30,30-May-2006,5.24
2006,May,31,31-May-2006,5.24
2006,Jun,01,01-Jun-2006,5.27
2006,Jun,02,02-Jun-2006,5.28
2006,Jun,05,05-Jun-2006,5.24
2006,Jun,06,06-Jun-2006,5.27
2006,Jun,07,07-Jun-2006,5.29
2006,Jun,08,08-Jun-2006,5.31
2006,Jun,09,09-Jun-2006,5.31
2006,Jun,12,12-Jun-2006,5.32
2006,Jun,13,13-Jun-2006,5.33
2006,Jun,14,14-Jun-2006,5.34
2006,Jun,15,15-Jun-2006,5.4
2006,Jun,16,16-Jun-2006,5.42
2006,Jun,19,19-Jun-2006,5.43
2006,Jun,20,20-Jun-2006,5.44
2006,Jun,21,21-Jun-2006,5.45
2006,Jun,22,22-Jun-2006,5.47
2006,Jun,23,23-Jun-2006,5.48
2006,Jun,26,26-Jun-2006,5.5
2006,Jun,27,27-Jun-2006,5.5
2006,Jun,28,28-Jun-2006,5.5
2006,Jun,29,29-Jun-2006,5.51
2006,Jun,30,30-Jun-2006,5.48
2006,Jul,03,03-Jul-2006,5.48
2006,Jul,04,04-Jul-2006,5.49
2006,Jul,05,05-Jul-2006,5.49
2006,Jul,06,06-Jul-2006,5.51
2006,Jul,07,07-Jul-2006,5.52
2006,Jul,10,10-Jul-2006,5.51
2006,Jul,11,11-Jul-2006,5.51
2006,Jul,12,12-Jul-2006,5.51
2006,Jul,13,13-Jul-2006,5.51
2006,Jul,14,14-Jul-2006,5.51
2006,Jul,17,17-Jul-2006,5.5
2006,Jul,18,18-Jul-2006,5.5
2006,Jul,19,19-Jul-2006,5.52
2006,Jul,20,20-Jul-2006,5.52
2006,Jul,21,21-Jul-2006,5.5
2006,Jul,24,24-Jul-2006,5.49
2006,Jul,25,25-Jul-2006,5.5
2006,Jul,26,26-Jul-2006,5.5
2006,Jul,27,27-Jul-2006,5.49
2006,Jul,28,28-Jul-2006,5.49
2006,Jul,31,31-Jul-2006,5.47
2006,Aug,01,01-Aug-2006,5.47
2006,Aug,02,02-Aug-2006,5.47
2006,Aug,03,03-Aug-2006,5.48
2006,Aug,04,04-Aug-2006,5.5
2006,Aug,07,07-Aug-2006,5.44
2006,Aug,08,08-Aug-2006,5.45
2006,Aug,10,10-Aug-2006,5.41
2006,Aug,11,11-Aug-2006,5.41
2006,Aug,14,14-Aug-2006,5.43
2006,Aug,15,15-Aug-2006,5.43
2006,Aug,16,16-Aug-2006,5.42
2006,Aug,17,17-Aug-2006,5.4
2006,Aug,18,18-Aug-2006,5.4
2006,Aug,21,21-Aug-2006,5.4
2006,Aug,22,22-Aug-2006,5.4
2006,Aug,23,23-Aug-2006,5.4
2006,Aug,24,24-Aug-2006,5.4
2006,Aug,25,25-Aug-2006,5.4
2006,Aug,28,28-Aug-2006,5.4
2006,Aug,29,29-Aug-2006,5.4
2006,Aug,30,30-Aug-2006,5.4
2006,Aug,31,31-Aug-2006,5.4
2006,Sep,01,01-Sep-2006,5.39
2006,Sep,04,04-Sep-2006,5.39
2006,Sep,05,05-Sep-2006,5.39
2006,Sep,06,06-Sep-2006,5.39
2006,Sep,07,07-Sep-2006,5.39
2006,Sep,08,08-Sep-2006,5.4
2006,Sep,11,11-Sep-2006,5.39
2006,Sep,12,12-Sep-2006,5.39
2006,Sep,13,13-Sep-2006,5.39
2006,Sep,14,14-Sep-2006,5.39
2006,Sep,15,15-Sep-2006,5.39
2006,Sep,18,18-Sep-2006,5.39
2006,Sep,19,19-Sep-2006,5.39
2006,Sep,20,20-Sep-2006,5.39
2006,Sep,21,21-Sep-2006,5.39
